event_id,trigger_time_utc,goes_file,goes_time_utc,delta_goes_min,match_status
ATTO_2025_0127,2025-01-07 06:24:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501070620.nc,2025-01-07 06:20:00,-4.0,ok
ATTO_2025_0128,2025-01-07 07:55:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501070750.nc,2025-01-07 07:50:00,-5.0,ok
ATTO_2025_0129,2025-01-07 08:41:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501070840.nc,2025-01-07 08:40:00,-1.0,ok
ATTO_2025_0130,2025-01-07 10:08:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071010.nc,2025-01-07 10:10:00,2.0,ok
ATTO_2025_0131,2025-01-07 11:18:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071120.nc,2025-01-07 11:20:00,2.0,ok
ATTO_2025_0132,2025-01-07 11:29:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071130.nc,2025-01-07 11:30:00,1.0,ok
ATTO_2025_0133,2025-01-07 12:00:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071200.nc,2025-01-07 12:00:00,0.0,ok
ATTO_2025_0134,2025-01-07 12:23:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071220.nc,2025-01-07 12:20:00,-3.0,ok
ATTO_2025_0135,2025-01-07 12:43:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071240.nc,2025-01-07 12:40:00,-3.0,ok
ATTO_2025_0136,2025-01-07 13:30:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071330.nc,2025-01-07 13:30:00,0.0,ok
ATTO_2025_0137,2025-01-07 14:14:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071410.nc,2025-01-07 14:10:00,-4.0,ok
ATTO_2025_0138,2025-01-07 15:08:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071510.nc,2025-01-07 15:10:00,2.0,ok
ATTO_2025_0139,2025-01-07 16:11:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071610.nc,2025-01-07 16:10:00,-1.0,ok
ATTO_2025_0140,2025-01-07 16:24:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071620.nc,2025-01-07 16:20:00,-4.0,ok
ATTO_2025_0141,2025-01-07 17:10:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071710.nc,2025-01-07 17:10:00,0.0,ok
ATTO_2025_0142,2025-01-07 19:02:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071900.nc,2025-01-07 19:00:00,-2.0,ok
ATTO_2025_0143,2025-01-07 19:51:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501071950.nc,2025-01-07 19:50:00,-1.0,ok
ATTO_2025_0144,2025-01-07 20:12:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501072010.nc,2025-01-07 20:10:00,-2.0,ok
ATTO_2025_0145,2025-01-07 22:12:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501072210.nc,2025-01-07 22:10:00,-2.0,ok
ATTO_2025_0146,2025-01-07 23:28:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501072330.nc,2025-01-07 23:30:00,2.0,ok
ATTO_2025_0147,2025-01-08 02:55:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501080250.nc,2025-01-08 02:50:00,-5.0,ok
ATTO_2025_0148,2025-01-08 04:43:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/01/S10635346_202501080440.nc,2025-01-08 04:40:00,-3.0,ok
