event_id,trigger_time_utc,goes_file,goes_time_utc,delta_goes_min,match_status
ATTO_2025_3133,2025-05-31 06:30:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77040.0,fora_tolerancia
ATTO_2025_3134,2025-05-31 07:01:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77071.0,fora_tolerancia
ATTO_2025_3135,2025-05-31 07:57:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77127.0,fora_tolerancia
ATTO_2025_3136,2025-05-31 10:10:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77260.0,fora_tolerancia
ATTO_2025_3137,2025-05-31 10:21:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77271.0,fora_tolerancia
ATTO_2025_3138,2025-05-31 12:57:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77427.0,fora_tolerancia
ATTO_2025_3139,2025-05-31 13:31:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77461.0,fora_tolerancia
ATTO_2025_3140,2025-05-31 14:34:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77524.0,fora_tolerancia
ATTO_2025_3141,2025-05-31 15:12:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77562.0,fora_tolerancia
ATTO_2025_3142,2025-05-31 16:21:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77631.0,fora_tolerancia
ATTO_2025_3143,2025-05-31 17:13:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77683.0,fora_tolerancia
ATTO_2025_3144,2025-05-31 17:56:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77726.0,fora_tolerancia
ATTO_2025_3145,2025-05-31 18:29:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77759.0,fora_tolerancia
ATTO_2025_3146,2025-05-31 19:36:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77826.0,fora_tolerancia
ATTO_2025_3147,2025-05-31 20:31:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-77881.0,fora_tolerancia
ATTO_2025_3148,2025-05-31 22:33:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78003.0,fora_tolerancia
ATTO_2025_3149,2025-06-01 00:14:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78104.0,fora_tolerancia
ATTO_2025_3150,2025-06-01 01:30:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78180.0,fora_tolerancia
ATTO_2025_3151,2025-06-01 01:43:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78193.0,fora_tolerancia
ATTO_2025_3152,2025-06-01 01:59:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78209.0,fora_tolerancia
ATTO_2025_3153,2025-06-01 03:09:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78279.0,fora_tolerancia
ATTO_2025_3154,2025-06-01 04:12:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78342.0,fora_tolerancia
ATTO_2025_3155,2025-06-01 05:18:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78408.0,fora_tolerancia
ATTO_2025_3156,2025-06-01 06:42:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78492.0,fora_tolerancia
ATTO_2025_3157,2025-06-01 08:07:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78577.0,fora_tolerancia
ATTO_2025_3158,2025-06-01 10:30:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78720.0,fora_tolerancia
ATTO_2025_3159,2025-06-01 11:51:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78801.0,fora_tolerancia
ATTO_2025_3160,2025-06-01 12:10:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78820.0,fora_tolerancia
ATTO_2025_3161,2025-06-01 12:44:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78854.0,fora_tolerancia
ATTO_2025_3162,2025-06-01 13:27:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-78897.0,fora_tolerancia
ATTO_2025_3163,2025-06-01 15:45:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79035.0,fora_tolerancia
ATTO_2025_3164,2025-06-01 17:48:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79158.0,fora_tolerancia
ATTO_2025_3165,2025-06-01 18:51:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79221.0,fora_tolerancia
ATTO_2025_3166,2025-06-01 21:14:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79364.0,fora_tolerancia
ATTO_2025_3167,2025-06-01 23:49:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79519.0,fora_tolerancia
ATTO_2025_3168,2025-06-02 01:27:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79617.0,fora_tolerancia
ATTO_2025_3169,2025-06-02 02:36:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79686.0,fora_tolerancia
ATTO_2025_3170,2025-06-02 02:52:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79702.0,fora_tolerancia
ATTO_2025_3171,2025-06-02 03:44:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79754.0,fora_tolerancia
ATTO_2025_3172,2025-06-02 05:10:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79840.0,fora_tolerancia
ATTO_2025_3173,2025-06-02 05:20:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79850.0,fora_tolerancia
ATTO_2025_3174,2025-06-02 06:36:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79926.0,fora_tolerancia
ATTO_2025_3175,2025-06-02 06:49:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-79939.0,fora_tolerancia
ATTO_2025_3176,2025-06-02 08:19:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80029.0,fora_tolerancia
ATTO_2025_3177,2025-06-02 10:29:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80159.0,fora_tolerancia
ATTO_2025_3178,2025-06-02 10:42:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80172.0,fora_tolerancia
ATTO_2025_3179,2025-06-02 12:00:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80250.0,fora_tolerancia
ATTO_2025_3180,2025-06-02 13:17:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80327.0,fora_tolerancia
ATTO_2025_3181,2025-06-02 17:03:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80553.0,fora_tolerancia
ATTO_2025_3182,2025-06-02 17:33:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80583.0,fora_tolerancia
ATTO_2025_3183,2025-06-02 18:31:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80641.0,fora_tolerancia
ATTO_2025_3184,2025-06-02 20:03:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80733.0,fora_tolerancia
ATTO_2025_3185,2025-06-02 20:26:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80756.0,fora_tolerancia
ATTO_2025_3186,2025-06-02 21:14:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80804.0,fora_tolerancia
ATTO_2025_3187,2025-06-02 22:12:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80862.0,fora_tolerancia
ATTO_2025_3188,2025-06-02 22:27:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80877.0,fora_tolerancia
ATTO_2025_3189,2025-06-02 22:40:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-80890.0,fora_tolerancia
ATTO_2025_3190,2025-06-03 00:56:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81026.0,fora_tolerancia
ATTO_2025_3191,2025-06-03 01:23:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81053.0,fora_tolerancia
ATTO_2025_3192,2025-06-03 01:36:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81066.0,fora_tolerancia
ATTO_2025_3193,2025-06-03 02:51:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81141.0,fora_tolerancia
ATTO_2025_3194,2025-06-03 03:44:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81194.0,fora_tolerancia
ATTO_2025_3195,2025-06-03 05:15:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81285.0,fora_tolerancia
ATTO_2025_3196,2025-06-03 06:19:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81349.0,fora_tolerancia
ATTO_2025_3197,2025-06-03 07:07:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81397.0,fora_tolerancia
ATTO_2025_3198,2025-06-03 07:40:00,https://ftp.cptec.inpe.br/goes/goes16/retangular/ch13/2025/04/S10635346_202504071830.nc,2025-04-07 18:30:00,-81430.0,fora_tolerancia
